Transaction ID,Previous Beneficiary,New Beneficiary,Block Number
0x7720304b611a8e4b415eee8b5df67f0480d4d29a79d65a77483837780c152962,0x9F650f2C47Bf07FE5acc564040B987343722f84f,0x2B8470F6129baeB0Ee1eDcc1BD00b6717988b4A6,59068454
0x02b0ff9eb537c135336416057cf68c22bbb6b886cce55165b59f69919ee9089f,0x6A55D0F3a1FDfF462013fCB10d95e017688813E2,0x8Df3F20498C6E661127eaBbA4281894370eB4Ae6,61271650
0xeb83c962886490ff747ffa5ef20b6743e1ef6dbe6ae8ff50ddb9608eed1b138d,0x169C82519Ea310129cF9D28DfD36b82E787cE5c8,0x6B35be0cA0d77cf2228017d121955629da3BBf2b,61295818
0xd5e4cac2dc0b6f62d0510845ff33ff6d25d0a8ef313e87b2a33f79980b96d04b,0xFDaD752C7f72564AC7b5b7DBe5FA0d52dc7B7E95,0x09d7E317aeb6AaCf652Ab043A9596614bA59F6dE,61311658
0xb13ec26f852c3524c5b258ad541909e030671e93b15360409a35cd1e343deceb,0xFaC2061d6c3f8c5856d5b5f0624984a959623A0A,0x6d0393074E0D6638e664B9805e6A3d8753e00eA8,61311726
0xeb2992b96f4501046ba1f12c8aa6cc112faec3e92ed6fbf01472a95681bbaa08,0x23529C392B481E0dA33F0f58a18F37f57603b5b2,0xC2d740115Bb5E1dc305b292B25CBebe22E20CbE0,61311829
0xdc5cf2ca4d0a0ac7dd9d533cc54429172dea6351827c8d8b0928d3fcfb57ff2a,0x071ed6c5522D02f104c9B07f29C7dD1D8515cee9,0x706dDce362936a0F801Be74D42B46B4a80bd8483,61316295
0x5efe91c4d0d53cb5baba4f038645b401e06c53402eadb2f9763ba2c14ff7fe0b,0xAEed94C554ab9ECF15a3F9d6e0673a3a83D08790,0x45d09A86A9BD2eF3a76687c950aaB61853133272,61316356
