id,txid,timestamp,contractAddress,tokenId,owner,resource,amount,blockNumber
,0x32005f6ab75d0e2991fc706eaa0de3a329b72cd9e937151db08cd9d3f13b36e3,2024-08-27T19:22:17.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,2391,0x2E86687784ea2cd157005F5b200BDAe6B20BE313,fish,20000000000000000000,61112196
,0x4eb2b33493e9f9d7f0e3b21ee64fd07be77bbf54daa41d69c50076502ff9937a,2024-08-27T21:59:20.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,847,0x60c5c003FFaee8deA12afbbda7481D5CBd5CC382,coconut,20000000000000000000,61116607
,0x2ac798d48de79154d737113b88186c28bf4beaa9b94fc80a89186fc9551082e2,2024-08-28T05:45:24.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1668,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,fish,28000000000000000000,61129752
,0xd6efcf37b67f10e0bc83bff299dcd774b1fab18950988afc5ea3d3b6b17b79c5,2024-08-28T22:06:51.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,395,0x4Baf5AC3709e3bd14f71E420456664E6e3B8cbb5,coconut,20000000000000000000,61157349
,0x1649fb6f36f77132a029fafefa9588b3ef781d5f003ec6ee9daf89c3d5a504d6,2024-08-29T05:24:46.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,757,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,fish,21000000000000000000,61169699
,0x910ed106762f4605dd6baccd0f0e053a45c495f8af9da1c77e970473a4e1d493,2024-08-29T05:27:06.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1464,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,fish,21000000000000000000,61169765
,0x96d28ccbcd820b049db6407f10bfc27c7843f2dc2c07aaa54bc70cf65740fadc,2024-08-29T05:32:40.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1949,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,wood,3500000000000000000,61169922
,0x96d28ccbcd820b049db6407f10bfc27c7843f2dc2c07aaa54bc70cf65740fadc,2024-08-29T05:32:40.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1949,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,fish,14000000000000000000,61169922
,0x2a2a3e6797554377477c04053ae32ea658843a8e6d0ec89191f0ef49ed328142,2024-08-29T16:49:52.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,852,0x86758FE743E4151c5f52aC990Bf80213eFF2BF1E,fish,18000000000000000000,61188445
,0x836824f212ecf056e54ac79536b5de3019e8d8440bb8e9447f972ab13b564ad5,2024-08-30T10:26:40.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,166,0xfbf40842b8CF2496547E0E9207772513aC5F151f,wood,1200000000000000000,61217757
,0x836824f212ecf056e54ac79536b5de3019e8d8440bb8e9447f972ab13b564ad5,2024-08-30T10:26:40.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,166,0xfbf40842b8CF2496547E0E9207772513aC5F151f,fish,8000000000000000000,61217757
,0xbbdb58ea80e3b93f4b2b076eeffc503735fde780f07af2241a48031e5dbb1fa5,2024-08-30T12:39:15.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1303,0x80ADE958bb7d891c82edae1630949e80DDC70A36,fish,10000000000000000000,61221474
,0xcc76539adc55fb0a67e539a256a95d1132606e4ff41a6df6ebb6c86af7c4f888,2024-08-30T21:19:28.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,595,0xfbf40842b8CF2496547E0E9207772513aC5F151f,fish,8000000000000000000,61235716
,0xfc2e398cdcbad6d1f16271325541a123f2d99171f1ffa678781f1661ce066938,2024-08-31T02:33:45.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,465,0xC0Faf6c468E281ECd878FDBb98bF66532776f807,fish,13000000000000000000,61244129
,0x73002e9737b9ea09ceea864d72437800cbfc034bccb6ef41c42ceafc5af264cf,2024-08-31T09:35:32.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1638,0x8cA010fFF56976CeC6ebAF66A5f3f6812236aa8e,fish,24000000000000000000,61255653
,0xbdc07259f0a91e6e75fe742b526a2db79292718242efff3052fdf7b6218534b2,2024-08-31T09:37:48.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,541,0xa59a77af24739B0E832294aAbD3954670829DE41,fish,24000000000000000000,61255717
,0x79758698e34c709cfc30b82fd2c9192201bf61c6b147adf6a92577c9230fdbdd,2024-08-31T09:40:32.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,778,0xa59a77af24739B0E832294aAbD3954670829DE41,fish,24000000000000000000,61255794
,0x52706735115e967b0e4407c70107743491b8b9fd5255b1b13129a0dad518af4a,2024-08-31T09:42:44.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1098,0xa59a77af24739B0E832294aAbD3954670829DE41,fish,24000000000000000000,61255840
,0xc93945fb919c21f0520e15ba9350ea9fdcb95a6b8a40fead5f33bf366b49810d,2024-08-31T09:45:36.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1503,0xa59a77af24739B0E832294aAbD3954670829DE41,fish,24000000000000000000,61255921
,0xf2b6518dbcab92e300c48546c510feceb602ae40426bb8cbe4e3139c60fcd702,2024-08-31T13:35:59.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,845,0x0124b3ef01938106BBe79f04462D6944D78b6AE2,fish,20000000000000000000,61262158
,0xdc5381935ed504cc55cd0890ceff5021ceb23e3c857ff9dd57d4fb2e36c92986,2024-08-31T16:56:41.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1347,0x54E24ca5423BEDaBb832E462222D67eD8dce70de,fish,20000000000000000000,61267641
,0x7cfb6ef5995ed7dee20db2f795862c3a089a6839a9cf935b75fce5a998e11bd4,2024-09-01T20:34:39.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,71,0xaDD6805b30eF7187A3B6CdFEE4060A3F0C98A248,wood,3400000000000000000,61312083
,0x7cfb6ef5995ed7dee20db2f795862c3a089a6839a9cf935b75fce5a998e11bd4,2024-09-01T20:34:39.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,71,0xaDD6805b30eF7187A3B6CdFEE4060A3F0C98A248,fish,17000000000000000000,61312083
,0xbe8dedc333259d735a1638845bd871929f71ef61e1835330c7b852e57c7bfd4c,2024-09-01T21:24:25.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,111,0x52904ad47ec751E1a9f87DE4d286761Dd85a7f76,fish,6000000000000000000,61313438
,0x8e758e7158953328441fde0bcdf7b2862feb3158e8e928cf697ce1abaac5ba28,2024-09-02T19:18:54.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,231,0x4Baf5AC3709e3bd14f71E420456664E6e3B8cbb5,coconut,32000000000000000000,61348258
,0xa78275d030aede34ea1772a513374f44283de51ec3c326b903a611872737b187,2024-09-02T20:44:48.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1284,0xC0Faf6c468E281ECd878FDBb98bF66532776f807,fish,28000000000000000000,61350485
,0xddd28efd6349ae191d950d94fb08bd7f82543f03d145df58e3e00c5b5909abd4,2024-09-02T20:59:25.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1331,0x60c5c003FFaee8deA12afbbda7481D5CBd5CC382,coconut,16000000000000000000,61350873
,0xb53f2a8d6510a44ba4c10976d0e40cf56dc48982ced94b73ab7e8f63d98990f5,2024-09-02T21:02:59.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,2423,0x60c5c003FFaee8deA12afbbda7481D5CBd5CC382,coconut,10000000000000000000,61350974
,0xdace120bc5193acce17276139ad8695317be41aa9200e09dddea919df714bcb4,2024-09-04T21:41:58.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1319,0x8446117bF01FBd24996f2223f50036D1b0e7663C,fish,4000000000000000000,61428615
,0xf44f69ca53417065d812cf742f78d65fd5aa539f67b9f3b409c0a6be7a0ebbc4,2024-09-05T03:42:23.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,776,0x86758FE743E4151c5f52aC990Bf80213eFF2BF1E,wood,6250000000000000000,61438611
,0xf44f69ca53417065d812cf742f78d65fd5aa539f67b9f3b409c0a6be7a0ebbc4,2024-09-05T03:42:23.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,776,0x86758FE743E4151c5f52aC990Bf80213eFF2BF1E,fish,25000000000000000000,61438611
,0x2f47ccc60da65620b404fc53d7f8b0e7c5545cc79beff91e52fa3563440feb90,2024-09-05T16:48:15.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,768,0x2E86687784ea2cd157005F5b200BDAe6B20BE313,fish,18000000000000000000,61460668
,0x197b18bfc62a980698aef8cee1671782650d828150a376c53174658473cea7f1,2024-09-05T20:42:07.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,72,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,wood,2500000000000000000,61467246
,0x197b18bfc62a980698aef8cee1671782650d828150a376c53174658473cea7f1,2024-09-05T20:42:07.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,72,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,coconut,20000000000000000000,61467246
,0x7c4a4e1f293ead906fedf7bd01f2ab734dda4d0cce26d0a663013a1ba08e50c2,2024-09-05T21:57:34.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1687,0x8446117bF01FBd24996f2223f50036D1b0e7663C,coconut,24000000000000000000,61469345
,0x993de410885a1c1a9f87aeefb42aa99d13353c7617652c6f1f249d7d8adc16a0,2024-09-06T11:36:53.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,156,0xa59a77af24739B0E832294aAbD3954670829DE41,fish,49500000000000000000,61492057
,0x6746af83da511425b5340954e88cdbd970af964607545a3c24149862afa4f811,2024-09-08T18:14:56.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1710,0x0c41271C14570Ab79D05802C4ebEDD42BA49b112,fish,20000000000000000000,61583121
,0x119f685672f226867aa5d6a73dc5f05b0eb259b641887f6779e77c50053ef870,2024-09-09T13:45:21.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,573,0x2E86687784ea2cd157005F5b200BDAe6B20BE313,fish,14000000000000000000,61615952
,0xb0cae0846ac17e2e26527df36a07ac8dd0a5f99d3ac2352334cbf049c988ffcd,2024-09-10T11:20:17.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,595,0xfbf40842b8CF2496547E0E9207772513aC5F151f,wood,4000000000000000000,61651935
,0xb0cae0846ac17e2e26527df36a07ac8dd0a5f99d3ac2352334cbf049c988ffcd,2024-09-10T11:20:17.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,595,0xfbf40842b8CF2496547E0E9207772513aC5F151f,fish,20000000000000000000,61651935
,0xc44406f6d1d7de99f2b37e2849572e80fd7ba70ff0d2ea5b24e712e43b57a7c0,2024-09-10T20:03:02.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,321,0xa59a77af24739B0E832294aAbD3954670829DE41,fish,25000000000000000000,61666529
,0x1d3edb4f21c6387273eb2e244add08f22ac08afcaf6f30fca7a6c078c2098783,2024-09-10T20:31:38.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,2349,0x4C446a2c63E36a1Ba09235855527FCC89DF447DF,fish,28000000000000000000,61667336
,0x96b90ceb7957beb1e8e776adb6aacc23ae5075f918e2a53e5cc008bbab832fa9,2024-09-10T21:41:38.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1720,0x5EcF130e55062db1a2E4eEF7849BcD4e40288C81,fish,22000000000000000000,61669308
,0xe8bb3ca3c713d5b6233eea4de0c8b6131d9887cb4d688c0a7a9410141ff7032b,2024-09-11T04:19:04.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,45,0xC0Faf6c468E281ECd878FDBb98bF66532776f807,coconut,32000000000000000000,61680507
,0x42b8dab36e024a6bdec379b1b2f68476b96a7b39eea9ed8d909ac78559cbfd73,2024-09-11T15:02:19.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,101,0x86758FE743E4151c5f52aC990Bf80213eFF2BF1E,wood,3000000000000000000,61698258
,0x42b8dab36e024a6bdec379b1b2f68476b96a7b39eea9ed8d909ac78559cbfd73,2024-09-11T15:02:19.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,101,0x86758FE743E4151c5f52aC990Bf80213eFF2BF1E,fish,15000000000000000000,61698258
,0x262ec286c72adc4fba3d0b6936d84eb84ce598976d09b60daf7509caa961ea2e,2024-09-12T04:47:06.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,559,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,wood,2500000000000000000,61721367
,0x262ec286c72adc4fba3d0b6936d84eb84ce598976d09b60daf7509caa961ea2e,2024-09-12T04:47:06.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,559,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,fish,10000000000000000000,61721367
,0x1ecf9ad5df1cd27663562e77ed879975da84441210c78fff419ea9b945bd8cea,2024-09-13T03:31:54.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,465,0xC0Faf6c468E281ECd878FDBb98bF66532776f807,fish,26000000000000000000,61759339
,0xfefc9a7d1121724991f6120fedc30e0c5260ac5b90aa2940476313cb830c2217,2024-09-13T06:35:00.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,111,0x52904ad47ec751E1a9f87DE4d286761Dd85a7f76,wood,2000000000000000000,61764371
,0xfefc9a7d1121724991f6120fedc30e0c5260ac5b90aa2940476313cb830c2217,2024-09-13T06:35:00.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,111,0x52904ad47ec751E1a9f87DE4d286761Dd85a7f76,fish,8000000000000000000,61764371
,0x4e1625a034a2aa3b1e564e0bcd1838ba4377c6b2e609ee5a363e001dd946b51b,2024-09-13T16:03:04.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1200,0x0124b3ef01938106BBe79f04462D6944D78b6AE2,fish,6000000000000000000,61780279
,0x6e18f7a348b48358d1c9fe708ea8c6e018ce2874efa6fd8a4e26f65db30a7609,2024-09-15T05:20:14.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1508,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,wood,1925000000000000000,61842328
,0x6e18f7a348b48358d1c9fe708ea8c6e018ce2874efa6fd8a4e26f65db30a7609,2024-09-15T05:20:14.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1508,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,fish,7000000000000000000,61842328
,0x9d2d3b11aeb8959bde3680bc1db9693a0bde810593f2d5d91f6e989418432c1f,2024-09-16T07:27:09.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,152,0x2E86687784ea2cd157005F5b200BDAe6B20BE313,fish,22000000000000000000,61886196
,0x11d4388e84fa0cc3b0594299e356fd6fd8337f2064774056ae22f41019b2cfbb,2024-09-16T19:13:26.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1686,0x4Baf5AC3709e3bd14f71E420456664E6e3B8cbb5,coconut,30000000000000000000,61905908
,0x23d9f5c9485f265b1ae0c37f75ddd0c8af6e44cb51b4489907f184edeb864a39,2024-09-16T20:03:12.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,2000,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,coconut,50000000000000000000,61907283
,0x07377afa363b0160218250a5956ebb396c48fd343d20089b6ec706e57a98244b,2024-09-16T20:08:26.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,2219,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,fish,7500000000000000000,61907431
,0xbf84eafd3aa047d3942e0e341c50ebfee1d80328c811d5be908a8a80a230ca5c,2024-09-16T20:12:16.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1955,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,fish,7500000000000000000,61907539
,0x2deeae7f1a7f5127abefc6ee5db530ac8006577bc06feaa97512150d2296a342,2024-09-16T20:19:32.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,568,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,coconut,10000000000000000000,61907736
,0x65c4c6f51be5f22423209941fb3eba2842080bb9de4d7cd41baa38118d109e30,2024-09-16T20:43:54.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,936,0x54E24ca5423BEDaBb832E462222D67eD8dce70de,fish,19000000000000000000,61908402
,0xe2ee1bf117bd412ed4612e3213c96808bc28de086d0e2191746acf8552011a34,2024-09-17T18:59:44.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,2391,0x2E86687784ea2cd157005F5b200BDAe6B20BE313,fish,10000000000000000000,61945662
,0x8367d1751822ac9fd529a371218a793c24c45bf64f32e0f832b140ed8248a812,2024-09-17T21:59:12.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1147,0x54E24ca5423BEDaBb832E462222D67eD8dce70de,tobacco,300000000000000,61950652
,0xfe8ff37dcffe1f06355f46cde71111f3c4e642047166278f58e269fa472a4ec0,2024-09-17T22:02:58.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,760,0x54E24ca5423BEDaBb832E462222D67eD8dce70de,tobacco,866000000000000000,61950758
,0x6618572a3f00bfacc5c63f976714a001970c5f4721943332d04d8ee585e0cac4,2024-09-17T22:20:20.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,487,0x54E24ca5423BEDaBb832E462222D67eD8dce70de,pig,3300000000000000,61951233
,0xab14f0f5823ba7a3888d0c73fd4739e56fb9323a76bdf79f575715b7bdbed717,2024-09-17T22:31:32.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,313,0x54E24ca5423BEDaBb832E462222D67eD8dce70de,tobacco,6000000000000000,61951550
,0xb273b95352c2fbf59e0f43621405227cdf029a35ee8ed510a06fa83d20f5164b,2024-09-18T05:23:48.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1949,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,fish,7000000000000000000,61963131
,0x162e6bb84ae36cfb1716096ea0710c50ac7b29094f7deccef78d0eeeb92a1ffa,2024-09-21T11:38:47.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1760,0xC0Faf6c468E281ECd878FDBb98bF66532776f807,fish,21000000000000000000,62095052
,0xb417b81990da3c0705058c1f39485fb79be179f9c05244c330d0a26e6e6d075b,2024-09-21T18:32:42.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,2150,0x8cA010fFF56976CeC6ebAF66A5f3f6812236aa8e,coconut,14000000000000000000,62106730
,0x4282bd6efc345c3085aadd3515a5dee1437db65ac7d6f60a2112f5fcf635817d,2024-09-24T14:32:43.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,71,0xaDD6805b30eF7187A3B6CdFEE4060A3F0C98A248,wood,5750000000000000000,62220987
,0x4282bd6efc345c3085aadd3515a5dee1437db65ac7d6f60a2112f5fcf635817d,2024-09-24T14:32:43.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,71,0xaDD6805b30eF7187A3B6CdFEE4060A3F0C98A248,fish,23000000000000000000,62220987
,0xfcc30462a662606f10fb3e86cecc6eedc6fef781b4d4c0cc1b7d6f88901a278e,2024-09-25T05:57:57.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1949,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,wood,5950000000000000000,62246933
,0xfcc30462a662606f10fb3e86cecc6eedc6fef781b4d4c0cc1b7d6f88901a278e,2024-09-25T05:57:57.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1949,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,fish,14000000000000000000,62246933
,0xaacfcc7239901cd01a755223e9db77b15bea44f98bd4e5640dbbfac2895aed38,2024-09-25T06:01:59.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,757,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,fish,21000000000000000000,62247047
,0x1c578467326dfacfdf9622ba673da793f2feffa4ab2c90e656f05e9c4b36d3a5,2024-09-26T17:19:28.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1464,0x456480C55c72d5281987B712e4856A6b1Cb9Bf42,fish,7000000000000000000,62306601
,0x3c067f7b63eb46bc85d0e34bf4240a34c1c46627f797d53b5fad91561cd81a24,2024-09-28T05:56:27.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1668,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,fish,2000000000000000000,62368432
,0xb6e13e05f542b1dbf335e0e7b6318cdcfd87fee728ade6d82fd7a09f234060dd,2024-09-28T16:26:42.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,845,0x0124b3ef01938106BBe79f04462D6944D78b6AE2,fish,20000000000000000000,62386119
,0x798e46858781acade983689434ef536dcbf682eff88f2f0b7f3df3f6e7802693,2024-09-28T19:10:31.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,568,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,wood,1750000000000000000,62390720
,0x798e46858781acade983689434ef536dcbf682eff88f2f0b7f3df3f6e7802693,2024-09-28T19:10:31.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,568,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,coconut,20000000000000000000,62390720
,0xe7b857b5ba4236d23655311e7e4776c7091074cdd281536c39b46355132132c3,2024-09-28T21:13:14.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,80,0xfbf40842b8CF2496547E0E9207772513aC5F151f,wood,2475000000000000000,62394178
,0xe7b857b5ba4236d23655311e7e4776c7091074cdd281536c39b46355132132c3,2024-09-28T21:13:14.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,80,0xfbf40842b8CF2496547E0E9207772513aC5F151f,fish,11000000000000000000,62394178
,0xac745fd2d2feb7d96266bd5d835c7c36efcbbfaea5ec2126ff8e848976585ca0,2024-09-29T05:13:09.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,559,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,fish,20000000000000000000,62407682
,0x2f703a72b4ee89e7c80e662d422fd708e745094f25001eeb8f0e9b3f6b5aa336,2024-09-29T05:24:49.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1508,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,fish,20000000000000000000,62408011
,0x3f92985a5abc284d1c85b19f36fa1d1020913bd58e758772721fd06bfb0c0e40,2024-09-29T12:14:00.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1573,0x17DD8D739608Ba385588d747c490F1394dC2Fbb9,coconut,20000000000000000000,62419521
,0x6a880eb21a8ba425c46cb1729874b1eb31dfdb836d8510c63e3a31a4c72ad58a,2024-09-30T06:02:14.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1668,0x5973bf00521377Cfa4e22Dc51E8f7F733e8EF7A6,fish,25000000000000000000,62449633
,0x822d8f7c10d49afabb482064a2d0c4d9abd9d9004400f36fac84528bfe0fe8bd,2024-09-30T14:42:59.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,901,0xaDD6805b30eF7187A3B6CdFEE4060A3F0C98A248,fish,24000000000000000000,62464290
,0x85653f5475fb6fe94409d08cc436b5b107374a08272ecd633edd66ccc91959e8,2024-09-30T15:33:01.000Z,0xAeB73203c0b648F143C1234b0b62906519b98aD5,615,0xcb38d3AcC98a4B60dA5a51ab80A9ecF1d150ae09,citrus,4500000000000000000,62465703
,0xbd6b09d1b2d1f4342667253271feea267d794a0989c798d659d0814836bd022d,2024-10-01T10:54:42.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1433,0x1302E7f449339B711eDeC50f80dC65610519F407,tobacco,10000000000000000000,62498353
,0x9d6d8617bc060b24b737b026f3168074f14b76443f537d131b37392e9ea4e7bf,2024-10-01T11:17:32.000Z,0xAeB73203c0b648F143C1234b0b62906519b98aD5,615,0xcb38d3AcC98a4B60dA5a51ab80A9ecF1d150ae09,coconut,10000000000000000000,62498998
,0x47c373e31d07e6dc9f7e7fdc9569b53a02472a7101ba23067715e39cf522f275,2024-10-01T11:48:14.000Z,0xAeB73203c0b648F143C1234b0b62906519b98aD5,615,0xcb38d3AcC98a4B60dA5a51ab80A9ecF1d150ae09,coconut,10000000000000000000,62499865
,0x61c698bf4ccb001b3491060f97fee8be5801c5365830862d4a1029cfd60f1e05,2024-10-01T11:53:40.000Z,0xAeB73203c0b648F143C1234b0b62906519b98aD5,615,0xcb38d3AcC98a4B60dA5a51ab80A9ecF1d150ae09,coconut,10000000000000000000,62500018
,0x082a0c0cda0357596bce547391c96143680e938b20e676ecfcbfc791ebc1092d,2024-10-01T13:54:28.000Z,0xAeB73203c0b648F143C1234b0b62906519b98aD5,615,0xcb38d3AcC98a4B60dA5a51ab80A9ecF1d150ae09,coconut,10000000000000000000,62503429
,0xbb8b672cd16a9ffe860a4c7ffdcb014a5a177c015da12f585ad805277f55f3ca,2024-10-01T14:30:20.000Z,0xAeB73203c0b648F143C1234b0b62906519b98aD5,615,0xcb38d3AcC98a4B60dA5a51ab80A9ecF1d150ae09,coconut,5000000000000000000,62504427
,0x321f41f610f5d898905d0e4480dbb0d6069316ebae26cdfdd9c73e5d97eb5342,2024-10-01T14:57:10.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1433,0x1302E7f449339B711eDeC50f80dC65610519F407,grain,10000000000000000000,62505164
,0x9a7f3fcc6db22ae97024b15f2aac07555cceeb3a7d14945bf039e3cad90abee5,2024-10-01T16:37:40.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,434,0x1b6c502f9400f6619657d45f9686ea1991436C6c,fish,1000000000000000000,62507941
,0x108ff315443ce96e5bfdc0f0fa18c6916727d3e8dd557e73dc282fcdf15ae699,2024-10-01T18:30:18.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,634,0x56fC3795F8FeFA60B4Ec9EDD8E5F463b89CdE378,cotton,22400000000000000000,62511104
,0xdbcb8928ccbfc47d898e75afe9fb31fc8df03f43826f6c8655373a8726d2b141,2024-10-01T18:36:02.000Z,0xC617FE2c8B4C0dF871E07b3796Fda41BD0996E7C,1341,0x56fC3795F8FeFA60B4Ec9EDD8E5F463b89CdE378,fish,36000000000000000000,62511266
